text,sentiment
sooo much work so little time,negative
today something amazing happened i fell in love with coupons,positive
had the best mother day breakfast shopping and lunch drinks chocolate galore,positive
was jst out there wednesday,neutral
til the next asaran,neutral
also check out and other wonderful causes that need our help,neutral
just checked the diary and it clashes with beers,neutral
yeah i just uploaded pics positioned them just right then poof gone before i could save,neutral
i just got a twitter account,neutral
oh dear i sorry but i laughed,negative
simple recipe for creamy spaghetti with bacon corn mushrooms and peppers,neutral
was right those bangs did look bad lmao,neutral
live now but nobodys there,neutral
oooh really haha have they said anything about it yet i suggest the idea on twitter if you want havent already,positive
and how it already been year it be wwdc before you know it,neutral
if you do want to come then do come jeeeeez,negative
paul scanlon sharing from god word this morning he sounding a bit hoarse perhaps a touch of cold it wo hold our pastor back,neutral
now i fully awake,neutral
depechemode concert next week cancelled alternative date not known yet dave gahan had a tumor,negative
nice have fun although you ca nt not have fun lol,neutral
tried nokia ovi music store nokia music does not currently support the mozilla firefox mac os x browser on your operating system,neutral
oh no nighty night,neutral
he is the meanest lil boy ever when i was a lil girl everyone loved me,neutral
ohhh hm i do want to screw mine up,neutral
aw sure thing their in my thoughts and prayers,neutral
is looking forward to spending time with mom today,positive
my film did come out the camera was broken lamesauce,negative
but mine you told me a couple of weeks ago that you did find any other guys hot apart from the ones you,negative
feeling sick at stomach today,negative
off to jfk again should be in texas soon,neutral
happy mother day to all the mothers especially mine enjoy ya day mothers,positive
football session after,positive
they are great friends of mine i let you know when they are playing next and you can come along and do whatever you like,positive
am listening to darren hayes spin am talkin to my wacky friend who going insane i ai at all tired and i messed up bout things,negative
good moring gon na take a shower fix my hair and then i m going out,positive
i just wanna say happy mother day to all the mommy out there,positive
i love your hat so cool that looks like it was a fun day and i love that you used the word crikey just now,positive
like the name what kind did you get,neutral
okay well thank you you are so beautiful too,positive
already did index finger left hand still bleeding hurts pretty bad i hate being clumsy,negative
happy mother day to all my twitter moms including myself,positive
has to be in cockermouth for tomorrow morning jesus christ i want sleep,neutral
nobody does it better than not even half as good,negative
i mean i just figuring out how to work it all,neutral
so its my bday weekend and is already headed south might have to drive to atl tonight,negative
i spent hours sitting out in the sun picnic lunch ice cream win we should have had a bbq today,positive
i added a new icon to the feedicon database have some fun with it,positive
wants to go the the vintage paper show but no one will accompany her,negative
it will be an adventure have fun with your yr old and mo old you brave hope you have a great time,positive
going to workout swin fun,positive
followed your bro vet,neutral
has a face mask on hehe,neutral
nice one,positive
do you know if you text to it go to your twitter after you set it up with the settings and fb posts text to,neutral
yeah i guess he does sound a bit odd he saying really quickly,neutral
rain aaaaaaaaaahhhhhhhh i gon na melt it cold freakin cold brrrrrr,negative
i wish i knew trying to figure something out here too,positive
then you must insist you write essays the twitter way no more than characters,neutral
boopboopboop still talking to ashley brittany i been talking to ashley for forever and our convo still goes places we awesome,positive
jake thomas looks so precious i hate when they say there it is i see the white light in every ghost whisperer show,neutral
happy star wars day ohhhh now i get it may the be with you love it and mondays sorry again starwarsday,neutral
back from aot last lec alot of question marks on my head but thank god for all the tips should be able to pull tru,positive
i do nt have my iphone until maybe next week,neutral
what were you doing up at that time,neutral
i no i no bt i had only been a gamer for like years when i made that attempt lol yea i luvd to an extent,positive
wahoo thanks for the mention to others,positive
hey twitters,neutral
there is nothing for me to do here wk i should just go home or i can go look at bathing suits bah humbug lol,neutral
i still up thank you all for praying ahahaha i watching britney for the record until school today should be a good day,positive
girl bummer mail came but package did,negative
that sounds pretty sweet you too must be loving it yeah man that sounds cool keen for that,positive
a thursday is that really necessary have u ever heard of school and horrible mums,negative
apparently were not as good as the brazillians tho,negative
yep lost my bet to chris,negative
is a lumberjack,neutral
i missed one this year it the forbidden fruit of all the trees in the garden i munch in disappointment on that one,negative
kennedy was re injured at raw on monday he got s serious muscle issue in his back and a broken wrist,negative
hypnotic oh thanx just when i thought ilost it iappreciate it,neutral
horrible dreams last night also had one in which i was employed sigh if only,neutral
feeling bad that did nt get to see up,negative
proper cba with out,neutral
need to get an intel based mac but this impacts on dual core vs quad choice latter probably better for virtualization,positive
thanks for the follow your family photo is beautiful happy mother day to your wife,positive
they are having a closing down sale does not look good,negative
i with ya on that one girl,neutral
feel your pain with the hayfever forgot to take mine yesterday again,negative
on a saturday not so cool friend same job different position let me know when your in town again miss u,negative
well i ca get cupcake because i ca connect to t mobile network because my sim card is corrupted,negative
it car crash tv at it worst,negative
digging a downloaded film with mi familia we love itunes,positive
bed church in the morning happy mothers day,positive
shouts out to and,negative
going to hong kong tonight hope i can sleep in the airplane worth case i have the last musso to read,neutral
better than what i did to my macbook keyboard yesterday spilled a whole cup of hot chocolate on it,negative
i doing awesome rachel n had a bday party today it was fun btw have you seen sam prom pix they gorgeous,positive
days of this month left and i only have mb left on my onpeak downloads,neutral
dam you i want an android stupid only rogers,negative
ozzy is following you yet,neutral
what that the sun no sign here,neutral
bran watch my video please do nt make me go stalker status,neutral
blah work at job one all day and job two all night,negative
ok so i twittin from my computer its gon na be bad when i get on my phone cause i m a be lost like,negative
finishing up my last friday at olive crest,neutral
everything okay,neutral
the puppy is sick and some one put they hands on my momma,negative
is it normal for a masseusse to fully massage your buttocks i swear she was a quarter inch from a medical exam,neutral
well i still ca wait for the one shot,neutral
if i called your cell phone would you let me talk to your teacher,neutral
dang i just realized how bad my eyes have gotten,negative
yes but cute and predictable works for you,positive
hussein i have to wake up earlier than i thought my dad wants me to take him food at,negative
thanks for the ff shoutout stuck an extra e in my username tho so the link does work,neutral
is maxin and relaxin ahhh,positive
having dinner at jiuliani with family yum,positive
i want some cheese fries from fontanas,neutral
inspection went fine they like the house woopee would just be nice if it had been this morning so i could have done stuffs today,positive
ironpython windows mobile is a no go compact framework does support reflection emit,neutral
that just means you were not trying hard enought,negative
aww i have to go to class on that day so imma do some weird half day thing just cause i wanna see what it about,negative
what s is up with me i am spilling everything,negative
lame,negative
our jazz band freakin kicked good job team,positive
depressing day today have to pack as leaving ridiculously early tomoro,negative
yeah its super today stupid writing ugh,negative
brought cat to specilist may be ectopic uritors doing ultrasound surgury would be may need to take him back to humane society,neutral
should be going to bed but can not sleep right now,negative
writing out mother day cards to mom aunts and amyyyy ca wait for her to be a mommy,positive
haha they might good luck if you taking it as well i hoping i get a for putting my name down,positive
ah i misunderstood your message but really dislike the f word in the url good luck with the march,neutral
not sure what you re talking about im not on a ferris wheel i m on my couch,neutral
today i lonley girl with a guitar,neutral
my tvs not working i wanna watch vhits,negative
morning to u,neutral
yes i do and i still almost at my gmail storage ceiling argh i am being forced to delete stuff or buy more space,negative
two hours till our offer on the house expires no word yet come on people sell us your house parker colorado,neutral
cleaned four bathrooms this afternoon go ahead and feel sorry for me mine are still waiting for my attention,negative
argh why why why,negative
happy birthday husband,positive
going to bed watching a bit of qi wake up tomorrow to face the start of my last summer in bath bit gutted atm to be home,negative
would love to say tgif but working at am tomorrow,neutral
is it for dinner the amount for dinner ones is greater than say an afternoon snack a pack for the day is prob ok,positive
sold so i hit cash and just took the tax out of my tips but then my drawer ended up being dollars short idk if its cause,negative
i wish i could go see ya at warped for sure tho,positive
up and listening to the monsters,neutral
haha i wish i could i look like a little boy now,positive
the time is and if finished my essay i can have sunday off woop,positive
had fun at chel with nicole and cried watching benjamin button exciting night i must say,neutral
dinner appointment tonight,neutral
i already know what happens on supernatural,neutral
please give a shout out to my boyfriend ron griffin at pm show in denver he in the nosebleeds so really shout out,neutral
success another paper demolished the rock god lives on more well to go yes out to celebrate awesomeness,positive
i not at chaseton either please do die my heart will be really sad,negative
happy mothers day to all the moms out there,positive
i want to go outside and play in the sunshine but i have to sit in front of a computer all day at least i can have lunch on the patio,negative
anything,neutral
oops forgot we are having a barbecue at work today i did need to pack a lunch after all,negative
minotouro will fight now,negative
hurray twin girls born on this beautiful may day,positive
i really need to update this more,neutral
eww what r u doing atm,neutral
waited for the band before the singapore show met chris m and got tickets nothing you do know,neutral
i think missed me tooo,negative
i want korean bbq so baddd but no one can come with me,negative
is wondering what happened to all those froggies at the potato farm,negative
well having to revise them was to do some more gardening now i guess hoovering and some warcraft not played in a week,neutral
yay tell her i said congrats,positive
dammit i guess my baby daddy is some impostor then i kid i kid,negative
huh its am already shucks,negative
had an awesome lunch with the family now dinner with the in laws,positive
i need them it would made my picture so much cooler mine are bottle green eeyea thooo,positive
hiya did you get a picture of your converse get your converse out,neutral
it be really hard to give up my chocolate while reading does chocolate count as a food,negative
i good thx and how are u what are u doing,positive
off to nc tonight until june i going to miss nyc getting ready for my birthday luau bbq on july,negative
i do whatev but i do nt have anything to wear,neutral
i sent a twitter invite to poet friends i hoping they will come poetize would love see more poets here poets,positive
i back and i see i missed truck and fish on,negative
if a cong govt was ruling karnataka cauvery would have found a mention truly our politicians have no integrity,negative
asda ready meal i do think i ever be the same again,negative
does that mean your going to block me,neutral
haha def that song is epic have fun i listening to new fnb,positive
ugh i totally ca sleep,negative
nerves i think i m not sure,neutral
home sweet home going to see hannah montana the movie again today ddd,positive
home lost the baseball game by friggin point now i gon na scrap,negative
went on a ride to tortilla flats this morning with a little warm but a nice ride none the less,positive
whahahah thank you,positive
ready i heard bobo probobly times also bobobyebye,neutral
was there yet another semi final tonight,neutral
well i made the list look better but i ca do anything about the number pictures since i already closed that tab,neutral
watching keeping up with the kardashian on youtube,neutral
good morning gents how are ya today,neutral
if i unfollowed you its not on purpose something fishy is going on with my tweet deck let me know if i unfollowed you,negative
it ok i have reached tweets and be in dreamland by then so have a good sleep talk later,neutral
do nt worry baby i eat sum cake for the both of us i hit u up wen i get back bye do nt eat too much at home,neutral
miley stevens waterhouse is at jhy house,neutral
ohmigod i would have loved that alas there was just lots of gun play no dancing,neutral
home san diego why did the san jose weather fallow me,neutral
another day i have got time to play plus it raining and chilly and also have a headache wth going back to sulking mode,negative
come on guys tell me how much your theater charges i want to know if mine is fair average me and hubby are having a discussion,neutral
thanks hun it was great,positive
wud like to but i actually have a free weekend this time and family is visiting so i staying put next time,neutral
ticked off cause i ca go see drag me to hell with melissa and amber staying home on a friday night is not my thing,neutral
ary aaaww fall for you of courseeee,neutral
going to sleep why so early good night,positive
a i have but you know it not that easy,neutral
ugh ca nt sleep on this bus still have like hours,negative
peeps me blackberry messenger is kwijt no pinging,neutral
but i do wanna ruin it ca i do it spontaneously first on paper then copy that spontaneity onto the book please,neutral
wnna take a bath,neutral
you can put a saucepan full of water on the cooker to heat up the water indian style scrabbled are the best,positive
it was lies and my fav song is not alone from room on the floor,neutral
wishing i was attending beatweetup i even bought a badge,neutral
awww i wish i had a younger sis but i do have an older one i bet your younger sis loves it just as much as u do,negative
live from new york its saturday night finally a new one,neutral
although it is becoming tuesday soon in new zealand starla h,neutral
writes i been wanting it for years lol that and a hd camcorder,neutral
yavanna me too she everywhere,neutral
holiday again,neutral
unfortunately i not someone squatting on that,negative
just downloaded twitterberry my life is now even more convenient,positive
where poss i miss him,negative
shweeeeet,positive
it could be a bad idea hayley,negative
i do say it i know it because i just good like that,positive
vancouver so classy canucks,positive
bahahaha i love gabriel absolutely hilarious,positive
yeah no i already called to ask,neutral
that s the crazy part was for but reasons include full schedule travelling with his daughter so not cool,negative
wish i coulda been there,positive
i be right over save me a slice,neutral
thick as pig went to oxford helena cantab friend description of me to her boyfriend yesterday,negative
i taking a million songs from your station thing sorry,negative
wtf pogs are back too,negative
is chillin with my hangover hollyoaks and a plate of chips sunday mornings,positive
my preorder of the razer sphex shipped today i be paying to review it because razer is ignoring my emails,negative
nope back to sigh,neutral
what follow friday lol,neutral
forgot my lunch and no one else is ordering stuff boooooo,negative
well that exam rocked one more to go the one we all been dreading bit of revision tonight before work tomorrow,neutral
woo hoo party over here its gon na be fun,positive
x who else do you loveee,neutral
aaahhh i just so busy sorry everyone,negative
sitting on the bed not wanting to go to work,negative
in mallorca want to play guitar when i come home i going to buy the mcfly dvd first,neutral
chatting calyx,neutral
i forget are you in edinburgh check out,neutral
good morning everyone it a nice day iloveitwhen the sun is shining and now i going to write some stuff,positive
do u have a morrisons near u their chemist should be open,neutral
i cut my finger,negative
some peoples kids,neutral
friday night has gone too quickly my bottle gone for tomorrow come on everton,positive
happy mothers day,positive
my gut says to replace appliances instead of repair but i want to be smart with when i try repair replace was the right choice,positive
hey dougie just thought i would tell you that your gig in edinburgh got a brilliant review in the scottish sunday mail,positive
i feel so bad when the kid is sick,negative
tweet us a story x,neutral
luv you sissy,positive
omg i ca believe jay leno is going off the air i hate conan,negative
bored and kinda lonely my parents went up to the lake i did have a friend to bring up so i knew i was bored and did go,neutral
maybe something just wrong with my phone it still not working,negative
just came bak from dancing with my neewwww cd haha i m dancing again,positive
on later than normal this morning got attacked by a swarm of mini fly after opening the veranda last night took an hour to get rid,negative
is tryna find her a yr old junt with a k stable job good home with an extra room me and my baggage so tired of u young dudes,positive
ok so i replying happy mothers day indeed,positive
i no longer have a ticket for ny,negative
me too yay he got in and the other kid who cries a lot,neutral
birthday girl blessed to live another year celebrate with loved ones,positive
ooohhhhh sorry so sad never noticed the dollar signs oxteach,negative
videos will be frozen until actual views catch up to the published artificial view count oofm was already frozen when we got to it,neutral
uh oh u gon na fire somebody,neutral
why is no one online,neutral
yes dahling you are definitely one awesome tweep i sending love and kindness across the ocean to you,positive
u r welcome pal u truly deserve be followed,positive
call me later so i can tell you all about the weekend easier over phone,positive
just drove with my mom and brynn my mom said i m the worst driver ever really,negative
good to know i not alone in my confusion,positive
forgot my macbook recharger that means nothing but pratchett for me today,neutral
rt it the facial hair they both need to shave jr and jj,neutral
getting ready to go read pray and go to bed enjoy the rest of the night,positive
is feeling so bored i miss school time,negative
nooooooo why in july i m gon na be back home nooooooooooo,negative
just bought a magazine,neutral
sunniest week for ages and exams,neutral
haha phew i never said that before,negative
yeah i know it so stupid there no jobs i mean come on,negative
you really think it was that awesome we have to discuss,neutral
seriously link plzz,neutral
oh dear they selected the worst bit for highlight for soprano guy,negative
yeah i saw looks like hard work but i would know what s upp handsome,neutral
i only hve,neutral
fast furious excellent movie and andy is a great guy most of the time lol,positive
at home with her fam see you in como tomorrow,neutral
i have a question for you ali,neutral
for some strange reason paranoid sounds like but i love them too so it aaaaall good,positive
hi donnie today i want hear from u that u guys r going to reschedule nc so i do nt have b bummed anymore,neutral
drop the girl she only got it for your heart she sure to leave broke and bleeding and you know she turn her back on you i lo,neutral
problem with my must do list is once i write it i usually forget where i placed it thing on my to do list find my to do list,negative
headache is gone thank for tea i think,positive
right i m off for a shower my little treasures ill see you later on,positive
haha i was crying,negative
neil just picked me up for the show my tailights out cause of heartless hit and run,negative
indeed,neutral
last night in chicago making it one for the record books wrigley most likely see you there,neutral
just booked some tickets for jessicaaaa,neutral
guy coming to see my car is late,neutral
hah sparkly ones at that,neutral
revision time biology exam monday,neutral
sitting in going home for a week ca nt wait to see family,positive
no i do mind kent it just my best friend is going there and i m going to miss her,neutral
working god i hate it haha,neutral
chale a ver define out,neutral
having fun with my friend,positive
this sucks i tweetless and i hate money why does it have to be an issue,negative
happy mothers day everybody,positive
y am i still awoke,neutral
we will we shall meet somewhere between utah and indiana,neutral
what is it i ca nt get onto bebo on this one,neutral
i going to school joy am i got to go bye,neutral
oh mother christina aguilera happy mothers day to all the mamas ilovemymommy,positive
guy just like me no i must confess one dark side of me is that i can be sometimes stubborn a little morning grouch,negative
i ca nt wait to see you guys hq on sunday,positive
anyone to recommend me jp artists with music similar to soichi negishi amai koibito,neutral
mcr yeahh me too haha the mine is mariel i luv it and the urs too what s ur fav mcr song,positive
i wish the photos on your site were bigger,negative
i miss my babyyy,negative
is wondering why my messages are going anywhere i am trying to learn how to tweet it is turning out so hot,negative
that cool i think del going to korea same time as you have fun,positive
i hav a bet to get a pack in days im on day it sux,negative
cheap and good system,positive
argh my fail makes me sad,negative
totally addicted to xbox carcassonne i also really love tomb raider legend and still badly need bolt,positive
i eating a flake storm from hungry jacks or as americans call it burger king,neutral
looking forward to the finale of the race next week missing my castle girls though any and all race fans welcome to watch chez moi,neutral
having a boo hoo day things just suck today,negative
crisis averted phew on a different note and you guys are making me so proud tear wish i could have joined,positive
you fail at life,negative
you geek,negative
great,positive
none of meowmie friends have money and even if they did she would be able to pay them back,neutral
yeah love my hawaiian outfit we reused that for rugby this year with,positive
can u believe the architect who planned a tar black promenade in this small town won an international everyone who walks jogs,positive
too cute,positive
busssssss with everyone yayyy,neutral
twitter being mean the pics lately stole mine for an entire day,negative
watching season of gg,neutral
my tweetdeck is languishing in api hell again,positive
doing research in the library the building next to that one will help explain and not just reading,neutral
what a bad day,negative
yay bannerbomb for the wii is finally out i can run homebrew on my wii,positive
my throat hurts bad tonight is going to be fun,neutral
lost a battle with the couch phone has been blowing up,neutral
i swear now my dog is having anxiety issues,negative
lmao i know they have two days off good thing for them,positive
trying to learn how to do this twitter thing i get there welcome to all my followers though i m not that interesting,neutral
worse case scenario i take tomorrow am off are you still up or you just woke up,neutral
about to book train tickets for friday,neutral
beautiful monday morning so happy,positive
cool that you liked germany and the awards i saw you on tv cause i could come to the comet and see you live xoxo,positive
love those,positive
haha lacey just shutdown the livestream party time,neutral
is getting upset at work cus bindz and j are being bullies and they wo let me go duty free shopping,negative
has had the flu pass unto me by andy went shopping and got fresh chicken for chicken soup but no this sat is a sad panda,negative
so wanted to go to the basshunter concert tonight so so so wanted to,positive
fey slays it in but title of that film sounds bad inbruges is a funny indie little euro city hitman gone bad tale,neutral
woot please post a pic i wo recognize you without it,neutral
rankin yep to you buddy long time no talk how s things and i see your cat still like sinking fangs into your ankle lol,neutral
getting back online now just shifting locations,neutral
has a tummy ache,negative
i wish i was at botcon with everyone,neutral
i kinda sleepy i was up too late texting a nice boy making date plans for next weekend,positive
the white dice are coming into the studio this eve on radio city,neutral
infamous should have arrived today but it did,neutral
awake and ready to learn a little more,neutral
lolzz public script wait watch,neutral
updates wooow haha,positive
having one of my bad days migraine today my since my neck surgery about months,negative
in france it was last friday and also the coming one we are working,neutral
no offense but your hair is bad today life is worth living anymore nothing hurts quite like hair insults cries into pillow,negative
jus hit the casa changing my swag cloth would it be the pradas or the dunks tonight,neutral
found out that one great thing about living in switzerland is the delicious bread sometimes little things can make a difference,positive
i am having serious problems concentrating on this press release this afternoon i have sleepy eyes right now,negative
i guess that s just how i am lol,neutral
wow thanks for saying that man i love to illustrate children books,positive
is up moooooorning,neutral
bet she plays on medium and you play on easy too huh iphone fun game,neutral
tip at the very least make sure the bottle top is on securely and tightly,neutral
is it bad that i sort of want her to miss me i know i will be missing her,negative
yeah i think we earned it,neutral
wo really get a break till custody issue is settled and i moved another month or so at least,neutral
one of the fake you followed me haha i so wish it would be you instead,positive
told you,neutral
sorry about that,negative
i want the rain to go away there has been too much of it lately,negative
and again you welcome,positive
hi is anybody else having problems with the karma site it not working,negative
shots suuuuck i m done no more vacines,negative
cases of swine flu,neutral
i wish paramore would come to ireland,neutral
thank you very much,positive
cambs will be better i m sure eeeeeeeeee under a week now we meeting on the sunday,positive
yup i stayed until the very very end exciting,positive
yea i just got outta one too i want him back tho but i feel the same way cool on dudes for a lil while,positive
we can sail around the world you and me baby,neutral
happy mother day to allmothers cheers,positive
guy hello back hope that happens not occasionally as on wednesday,neutral
doctor who has finished,neutral
yep that b day kiss is gon na happen right,neutral
bad day work too stressful been involved in a minor accident but everything ok so far have to cut down immediately,negative
hilarious so if she acts up all you have to do is say little word up grosses me out hub says it torment,positive
would you travel to the uk for one the big us meets sound great i love to go to one of those so many furs so much art,positive
glad u liked post looking at the back end now the sub your blog is automatic send url and i verify,positive
you should,neutral
well thank you darling it was a pleasure shopping with you you will see the first pics,positive
what do i have lots of stuff,neutral
just updated tweetie and open in browser is still broken,negative
csi ny comes back to aus with lies and silicone evryone on east coast tune in tonight pleaseee,neutral
oh no adult school again,negative
love watching your yt videos and am really looking forward to seeing the collection vid,positive
happpppy mothers day,positive
is tired if ppl talking,negative
lol i love those things too,positive
took a short nap now i m ready for work my sun burn hurts,negative
up and at em got a big to do list for today and hubby has to work but then weekend is going to be just us i think,neutral
sounds fun,positive
my industrial is repierced and i made a cute little friend,positive
marche i want rosti and crepes,neutral
follow my girl meagan,neutral
dice watching heroes again,neutral
it is easy be there for support it is the best thing you can do is offer your love support lost both of mine early,neutral
girl work it hope you had the slammer and had fun with the moldovan i want to hear details,positive
dear president please talk to us abt what you plan to do re dadt because right now you just look like a liar,negative
what a cute pic of the girls and so vibrant i did get anything cpeven close,positive
updated blog shows you should be watching the unusuals go check it out,neutral
sunburn on my knees,negative
lopez i love you kiss me,positive
aw poor you ironing eek lol it raining here too prob try and get out with the kids later nt too exciting i m afraid,negative
happy mother day to all beautiful mother may your love shines the world thank you mum,positive
glad it kerry did nt know u were on gmtv this morning i missed it,neutral
oh tonight looking forward to it,positive
rain why must you come after i flat iron my hair i have been rockin my curls for weeks and today you decide to come out not nice,neutral
i do hope many of my new followers are from around sydney australia welcome to my tweets anyway,positive
i did nt know there was a starwars day,neutral
walking the puppies downtown also mystery of missing cat solved he locked himself in basement for nearly two days,neutral
yeah that lying in bed thing a bugger for blocking creativity worse if you pinned down by a pet cat apparently,negative
ha i got another followfriday take that oh your listed too thanks a lot ya jerk,positive
i have started,neutral
watching miss cytheria,neutral
when oh when are you coming back for a gig in scotland i had tickets to see u last year but was in hosp wit gallstones,negative
michelle i slept for hours last night i still stick with this fever,negative
ok tx it so worth the wait lol,positive
oh no i am always here,neutral
morning babe i plan on overdoing it today lol hope you do rest put your feet up xxxx,positive
hoping it will rain again because it sooo warm,positive
i know i want it to come bec i excited but then i do bec it gon na go by so fast then it will be over,positive
getting ready to go to sleeep grinding early in the morning yay money,positive
oh man there are dead deer everywhere in michigan,negative
yeah it work it been busy all day and i tired and hungry,negative
a pues bien small world small world yo amo a la chiquita esa she is such a great friend,positive
do nt listen he do him but i tried not taking a nap yesterday and i still was up til am and than i got up at am,neutral
diva i know i know lol that is the one song that stops me in my tracks on a dancefloor i just lol,neutral
you welcome,positive
i made sure you got credit at the end of the book sure i forgot people though,negative
recapping on britains got talent britain seems more talented than america,positive
juansimon god i bored wish we could done something,negative
godawful hangover today worth it tho,neutral
i ca vote for her i frustraded,negative
brought some new glass for my camera,neutral
finally installed ovi in mobile it would have been good if it could be downloaded to comp and installed to mobile frickin mb download,neutral
i d be happy that s its friday if i did nt have to work tomorrow blah,neutral
loves miley song the climb and loves the video,positive
writing,neutral
cool you should qik some stuff from the newsroom sometime lol,positive
counting down the hours until i can finally drink this blossom hill stupid work,neutral
not swine flu i hope take care of your health mate tell me about your business,positive
just something different than all the text around it there no difference whatsoever,neutral
is it that quiet at the office,neutral
hand up me i going localgovcamp,neutral
blues for me please,neutral
last night i had a bottle of wine in my house and cocktails came home sober but still gon na be sick,negative
it was a great wedding the band was awesome they played a ton of great songs as was the food,positive
a message from could you let people know i have been booted off,negative
that not great guy related,neutral
that the song i mean,neutral
i know i think i going to have to miss it though this is when sacrificing money for job happiness sucks,negative
bgt was just amazing tonight and threee amazing acts got sent home,positive
almost fell asleep under the hair dryer so tired feel like i going to puke,negative
sunglasses whores,neutral
i hope u enjoyed it and your back is now feeling much more better god its heading to bed god too late good night,positive
sitting in martins class youtube is being stupid and i really want a popsicle jealous of sara,negative
but its pretty at least i think i need to catch some sleep soon though,positive
the music in the trailer was terrible imo cheesy handbag house i was expecting some dnb or hard house,negative
omg i so sorry to hear that if you really need to talk to someone i always on here i a shoulder you lean on,negative
u know i did care for that wolverine movie and i a xmen fanatic that joint sucked to me,neutral
just about to say goodbye to and two of the best interns that elevate have ever had,positive
at home depot and no one will help me load my plywood into my van for some reason,neutral
hugs still feeling poorly are you,negative
thank you so much,positive
ughhh have a tummy ache,negative
trickery no just exasperation at seeing pride hijacked by a politics bigger and uglier then anything it meant for,negative
roxie is not feeling very well,negative
i know haha night,neutral
looking out the window beautiful blue sky great forecast for the weekend not good for cinemas,neutral
okay fine i start studying now bye twitter world,neutral
watchin scooby doo,neutral
hey had some fun with friends now cleaning,positive
and the habitat is twitter active neat,positive
winding down for the night rode the duc home from a at my pops house time to pass out as soon as the adrenaline wears off,neutral
going to bed goodnight xox,neutral
cof cof cof,neutral
it called a telephone i know it new technology but it the way forward,neutral
photo hannahisdead omg i wanna read pride and prejudice and zombies fuckyeah zombies,negative
me because my ex boyfriend of years we broke up months ago is engaged to his gf of weeks sad embarrassed hug,negative
granada bowl with the crew birthday bowling for fisch and me,neutral
irony inventor of ford mustang ca keep his car via,negative
is in the middle of the irish sea with absent elk brothers newcastle here we come we love newcastle,positive
ya i did i seen all them but robert,neutral
thank you your makeup art is top notch come to my house every morning ha ha,positive
i do not i rarely dye it at all the red was the first in aaaagggessss my hair just hates me,negative
missing from bkk na,negative
i think my ipod is sick it does want to connect to any wi fi,negative
great dinner and great friends follow she is my cupcake,positive
has toothache,negative
i guess that means you did beta read either of my stories huh,neutral
that s bad your been forced to watch that there must be a helpline you can call we are both good thanx he asleep,neutral
oh my gosh i know happend yesterday,neutral
so so thanks i uploaded a new campaign vid will post the link in a few mins how are you doing babe,neutral
i might have been a child but i was never one of those and i already apologised to you for it,negative
ndo omg i so sorry i the worst employee ever my hard drive just failed taking the survey data with it,negative
am quietly tidying up after dinner party whilst closing tupprwre lid centre island in my kitchen collapses wakes baby mayhem ensues,negative
they do let the queer boys donate blood,negative
off to do pilates now tweet soon,neutral
morning tweethearts now home after traveling states faires in days so inspired ready to write as i enjoy coffee,positive
watching matilda,neutral
omg my right hear us blocked and it so annoying what i i wake up deaf,negative
i want to become vegetarian it going to be so hard,negative
i wish i could meet you once do u think this will happen someday,negative
lmfao omgosh when i first heard that song with you i felt like i was gon na pee myself omgosh the waltzer man lol xoxo,negative
i hate history,negative
for nearly a month so exciting,positive
aww that sucks it was that long though but dianne was so cute as usual hopeflly mite put it on youtube s,neutral
thanks will do,positive
gm tweeters happy mother day to the mothers and pretend mothers out there,positive
ah this is getting to me,neutral
nope san leandro marina how are you hope you well,positive
holy it super sunny friday and whitsun my tube is deeeesearted wish i was in the park,negative
is frustrated by twitter my picture will not load,negative
just got a subponea,neutral
cutting hair allll day wish i was outside,negative
i wish i could go to the love music hate racism gig this weekend i not in the right part of the world even,negative
getting used to this shoulder immobilizer thing even getting used to sleeping in the recliner,neutral
dangit cuz of this weather the house painting is going to be dragged out till next week,negative
got paid nowhere near as much as she thought she would,neutral
i got great expectations of tomorrow it gon na be awesome,positive
rain,neutral
willhoit hoping your a c is being fixed right now for you,positive
well school finally over and idk but i sad i miss my teachers goodbye mrs and collister,negative
home from my relatives my sissy posted pics of her and our cupie cousin audrey,neutral
watchin hannah montana hoedown throwdown,neutral
rblpnbro not quite where i need to be here sad but true soon however all will be well,negative
omg disco is packed,neutral
not doing single ones beat lol but would say ur as creative bright and fun as ur avatar with depth ff,positive
that s ok yeah i had a good night thanks glad you did too hope you enjoy your bbq,positive
then u should went to vegas like u did last year i think this was around the time u killed that animal with ur old car lol,neutral
good morning from lincolnshire i could use some exercise also,positive
it in the morning i think it time i went to bed so goodnight everyone,neutral
sunrise by blvd east is awesome now to get some sleep yay,positive
why am i even trying to go to sleep its in here i miss the cold winter nights,negative
wut do i do now,neutral
yup,neutral
hmmm should have looked at it a little more methinks,neutral
aleesha piggy died she ca catch a break man,negative
i all stuffted up but i got ta gets up go netball,neutral
thanks but the elance course is not mine it,positive
i also realized this weekend how many people are only internet hot ok catty comment out of the way for the week,neutral
but but but i want steak,neutral
mum is driving me and the eric out to jt for the night,neutral
lmao i want him to reply booooo you reply to one of us lmfaoooo,neutral
thank you judy same back at you,positive
now we are cuddling girl cuddles are so fun and soft,positive
joining twitter just added a random person,neutral
lmao i m stupid just felt like sayin in my red caf vioce nite,negative
plz cheer me up,neutral
off to work at the church,neutral
ok here is a cleaning soln blah over and out,neutral
it been interesting today to say the least overall a good day,positive
do feel bad i got a foad for a promotion here too,negative
